ID,Data,Ora,Tipo,Causa,Meteo,Visibilità,N.Illesi,N.Feriti,N.PrognosiRiservata,N.Deceduti
3642264,Roma,16-01-2018,19:40,Tamponamento,,Sereno,Buona,2,0,0,0
3642267,Roma,16-01-2018,08:30,Scontro frontale/laterale DX fra veicoli in marcia,,Pioggia in atto,Sufficiente,3,0,0,0
3642270,Roma,16-01-2018,15:20,Veicolo in marcia contro ostacolo fisso,,Nuvoloso,Sufficiente,1,0,0,0
3642271,Roma,16-01-2018,16:15,Tamponamento Multiplo,,Pioggia in atto,Buona,3,1,0,0
3642272,Roma,16-01-2018,16:40,Veicolo in marcia contro ostacolo accidentale,,Pioggia in atto,Buona,1,0,0,0
3642274,Roma,01-01-2018,03:00,Ribaltamento senza urto contro ostacolo fisso,,Nebbia,Buona,1,0,0,0
3642276,Roma,16-01-2018,10:30,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Buona,1,0,0,0
3642277,Roma,16-01-2018,11:50,Tamponamento,,Pioggia in atto,Buona,2,0,0,0
3642279,Roma,16-01-2018,20:10,Scontro frontale/laterale SX fra veicoli in marcia,,Nuvoloso,Buona,1,2,0,0
3642283,Roma,16-01-2018,21:15,Scontro frontale fra veicoli in marcia,,Nuvoloso,Buona,1,1,0,0
3642287,Roma,16-01-2018,18:05,Investimento di pedone,,Nuvoloso,Sufficiente,0,1,0,0
3642288,Roma,16-01-2018,09:45,Scontro frontale/laterale SX fra veicoli in marcia,,Pioggia in atto,Sufficiente,2,0,0,0
3642291,Roma,16-01-2018,09:05,Scontro frontale/laterale DX fra veicoli in marcia,,Pioggia in atto,Buona,2,0,0,0
3642292,Roma,16-01-2018,22:35,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,0,2,0,0
3642296,Roma,16-01-2018,06:30,Investimento di pedone,,Nuvoloso,Sufficiente,1,1,0,0
3642297,Roma,16-01-2018,15:15,Veicolo in marcia contro veicolo in sosta,,Pioggia in atto,Buona,1,0,0,0
3642300,Roma,16-01-2018,14:45,Scontro frontale/laterale DX fra veicoli in marcia,,Pioggia in atto,Buona,2,0,0,0
3642301,Roma,16-01-2018,19:30,Veicolo in marcia contro ostacolo fisso,,Nuvoloso,Sufficiente,1,0,0,0
3642304,Roma,16-01-2018,10:15,Scontro frontale/laterale SX fra veicoli in marcia,,Nuvoloso,Buona,1,1,0,0
3642314,Roma,16-01-2018,23:00,Scontro frontale/laterale SX fra veicoli in marcia,,Nuvoloso,Sufficiente,2,0,0,0
3642315,Roma,17-01-2018,01:10,Scontro frontale/laterale DX fra veicoli in marcia,,Nuvoloso,Sufficiente,1,1,0,0
3642319,Roma,16-01-2018,23:05,Veicolo in marcia contro ostacolo fisso,,Nuvoloso,Buona,0,3,0,0
3642327,Roma,16-01-2018,18:30,Tamponamento,,Pioggia in atto,Buona,2,0,0,0
3642332,Roma,16-01-2018,11:30,Tamponamento,,Pioggia in atto,Buona,1,1,0,0
3642339,Roma,16-01-2018,20:50,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3642344,Roma,16-01-2018,19:10,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Buona,1,0,0,0
3642348,Roma,16-01-2018,19:20,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Buona,0,1,0,0
3642349,Roma,16-01-2018,07:40,Veicolo in marcia contro veicolo in sosta,,Nuvoloso,Buona,1,0,0,0
3642350,Roma,16-01-2018,19:30,Scontro laterale fra veicoli in marcia,,Pioggia in atto,Buona,2,0,0,0
3642368,Roma,17-01-2018,08:20,Scontro frontale/laterale SX fra veicoli in marcia,,Nuvoloso,Buona,2,0,0,0
3642374,Roma,16-01-2018,09:55,Scontro frontale/laterale SX fra veicoli in marcia,,Pioggia in atto,Buona,1,1,0,0
3642386,Roma,01-01-2018,03:05,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,1,0,0,0
3642400,Roma,16-01-2018,09:50,Veicolo in marcia contro veicoli in sosta,,Pioggia in atto,Buona,0,1,0,0
3642412,Roma,17-01-2018,08:30,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,0,0,0
3642417,Roma,16-01-2018,21:55,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Sufficiente,4,0,0,0
3642425,Roma,16-01-2018,06:40,Scontro frontale/laterale DX fra veicoli in marcia,,Nuvoloso,Sufficiente,0,2,0,0
3642438,Roma,11-01-2018,08:45,Infortunio per sola frenata improvvisa,,Nuvoloso,Buona,0,1,0,0
3642483,Roma,17-01-2018,07:10,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,0,0,0
3642489,Roma,17-01-2018,08:30,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,2,0,0,0
3642494,Roma,16-01-2018,14:30,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3642509,Roma,16-01-2018,14:50,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,1,0,0,0
3642520,Roma,16-01-2018,21:00,Veicolo in marcia contro ostacolo fisso,,Pioggia in atto,Buona,1,1,0,0
3642550,Roma,16-01-2018,08:30,Scontro frontale/laterale SX fra veicoli in marcia,,Pioggia in atto,Buona,2,0,0,0
3642557,Roma,16-01-2018,09:20,Veicolo in marcia contro veicoli in sosta,,Nuvoloso,Buona,4,0,0,0
3642561,Roma,16-01-2018,12:20,Veicolo in marcia contro veicolo in sosta,,Nuvoloso,Buona,1,0,0,0
3642565,Roma,16-01-2018,16:45,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,2,0,0,0
3642566,Roma,16-01-2018,19:50,Infortunio per sola frenata improvvisa,,Nuvoloso,Buona,1,1,0,0
3642569,Roma,16-01-2018,18:05,Ribaltamento senza urto contro ostacolo fisso,,Nuvoloso,Buona,2,0,0,0
3642574,Roma,16-01-2018,18:20,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,0,2,0,0
3642576,Roma,16-01-2018,12:38,Tamponamento,,Nuvoloso,Buona,3,0,0,0
3642581,Roma,16-01-2018,19:50,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,4,0,0,0
3642584,Roma,16-01-2018,23:15,Ribaltamento senza urto contro ostacolo fisso,,Nuvoloso,Sufficiente,7,0,0,0
3642590,Roma,17-01-2018,07:35,Infortunio per sola frenata improvvisa,,Sereno,Buona,1,1,0,0
3642591,Roma,17-01-2018,09:00,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3642599,Roma,16-01-2018,19:20,Scontro laterale fra veicoli in marcia,,Nuvoloso,Sufficiente,2,0,0,0
3642617,Roma,16-01-2018,15:00,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,4,0,0,0
3642618,Roma,16-01-2018,18:30,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,3,0,0,0
3642632,Roma,16-01-2018,17:30,Veicolo in marcia contro veicolo in sosta,,Nuvoloso,Buona,3,0,0,0
3642658,Roma,16-01-2018,18:25,Scontro frontale fra veicoli in marcia,,Nuvoloso,Buona,1,3,0,0
3642670,Roma,17-01-2018,07:00,Tamponamento,,Nuvoloso,Buona,2,0,0,0
3642689,Roma,16-01-2018,07:00,Veicolo in marcia contro ostacolo fisso,,Pioggia in atto,Sufficiente,1,0,0,0
3642696,Roma,17-01-2018,10:45,Scontro frontale/laterale SX fra veicoli in marcia,,Nuvoloso,Buona,1,1,0,0
3642698,Roma,17-01-2018,10:45,Scontro frontale/laterale DX fra veicoli in marcia,,Nuvoloso,Buona,4,0,0,0
3642723,Roma,16-01-2018,17:00,Scontro laterale fra veicoli in marcia,,Pioggia in atto,Buona,3,0,0,0
3642806,Roma,17-01-2018,11:00,Investimento di pedone,,Sole radente,Buona,1,1,0,0
3642807,Roma,17-01-2018,11:15,Tamponamento,,Sereno,Buona,2,0,0,0
3642811,Roma,01-01-2018,04:20,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Buona,1,0,0,0
3642839,Roma,17-01-2018,08:30,Investimento di pedone,,Sereno,Buona,0,3,0,0
3642860,Roma,17-01-2018,01:30,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,0,2,0,0
3642895,Roma,16-01-2018,18:45,Tamponamento Multiplo,,Nuvoloso,Insufficiente,5,2,0,0
3642909,Roma,17-01-2018,10:40,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3643008,Roma,01-01-2018,23:00,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Sufficiente,2,0,0,0
3643023,Roma,03-01-2018,15:15,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Buona,2,0,0,0
3643027,Roma,01-01-2018,03:45,Veicolo in marcia contro ostacolo fisso,,Nuvoloso,Buona,1,0,0,0
3643033,Roma,03-01-2018,18:00,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Buona,1,0,0,0
3643040,Roma,04-01-2018,09:45,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3643045,Roma,04-01-2018,21:20,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3643048,Roma,07-01-2018,10:00,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Buona,1,0,0,0
3643054,Roma,08-01-2018,22:20,Veicolo in marcia contro ostacolo accidentale,,Sereno,Sufficiente,1,0,0,0
3643057,Roma,10-01-2018,17:00,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3643058,Roma,10-01-2018,17:20,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3643066,Roma,15-01-2018,10:00,Infortunio per sola frenata improvvisa,,Sereno,Sufficiente,1,1,0,0
3643068,Roma,11-01-2018,18:10,Veicolo in marcia contro ostacolo accidentale,,Pioggia in atto,Buona,1,0,0,0
3643122,Roma,11-01-2018,21:04,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,2,0,0,0
3643132,Roma,11-01-2018,21:05,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3643137,Roma,12-01-2018,06:10,Veicolo in marcia contro ostacolo accidentale,,Pioggia in atto,Insufficiente,1,0,0,0
3643139,Roma,12-01-2018,08:15,Veicolo in marcia contro veicoli in sosta,,Nuvoloso,Buona,1,0,0,0
3643141,Roma,12-01-2018,23:45,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Sufficiente,2,0,0,0
3643144,Roma,13-01-2018,13:30,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3643150,Roma,13-01-2018,14:10,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,2,0,0,0
3643167,Roma,13-01-2018,18:40,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,2,0,0,0
3643181,Roma,17-01-2018,14:30,Tamponamento Multiplo,,Sereno,Sufficiente,2,2,0,0
3643182,Roma,13-01-2018,19:15,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,2,0,0,0
3643186,Roma,13-01-2018,19:20,Veicolo in marcia contro ostacolo accidentale,,Sereno,Insufficiente,4,0,0,0
3643189,Roma,14-01-2018,20:30,Veicolo in marcia contro ostacolo accidentale,,Sereno,Sufficiente,3,0,0,0
3643197,Roma,16-01-2018,17:20,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Sufficiente,2,0,0,0
3643217,Roma,12-01-2018,17:25,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3643269,Roma,17-01-2018,15:20,Veicolo in marcia contro veicolo fermo,,Sereno,Buona,3,0,0,0
3643299,Roma,16-01-2018,18:15,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Buona,1,0,0,0
3643303,Roma,12-01-2018,12:00,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,3,0,0,0
3643306,Roma,16-01-2018,07:05,Veicolo in marcia contro ostacolo accidentale,,Pioggia in atto,Buona,1,0,0,0
3643313,Roma,16-01-2018,20:10,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Buona,1,0,0,0
3643317,Roma,14-01-2018,20:00,Veicolo in marcia contro ostacolo accidentale,,Sereno,Sufficiente,1,0,0,0
3643344,Roma,13-01-2018,11:20,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3643376,Roma,17-01-2018,13:15,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,1,0,0
3643378,Roma,15-01-2018,17:45,Scontro laterale fra veicoli in marcia,,Nuvoloso,Insufficiente,5,0,0,0
3643468,Roma,17-01-2018,16:05,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Sufficiente,2,2,0,0
3643471,Roma,15-01-2018,23:30,Fuoriuscita dalla sede stradale,,Nuvoloso,Sufficiente,1,0,0,0
3643490,Roma,17-01-2018,16:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3643503,Roma,17-01-2018,14:00,Veicolo in marcia contro veicoli in sosta,,Sereno,Buona,1,0,0,0
3643656,Roma,17-01-2018,18:30,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3643692,Roma,17-01-2018,14:20,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,3,1,0,0
3643693,Roma,17-01-2018,15:50,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3643694,Roma,17-01-2018,16:30,Scontro frontale/laterale SX fra veicoli in marcia,,Nebbia,Buona,3,0,0,0
3643697,Roma,17-01-2018,16:15,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3643711,Roma,15-01-2018,18:00,Investimento di pedone,,Nuvoloso,Buona,1,1,0,0
3643716,Roma,17-01-2018,17:00,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,1,0,0,0
3644001,Roma,17-01-2018,22:40,Tamponamento,,Sereno,Buona,1,1,0,0
3644009,Roma,17-01-2018,15:30,Tamponamento,,Sereno,Buona,2,0,0,0
3644020,Roma,17-01-2018,10:30,Veicolo in marcia contro veicolo in sosta,,Nuvoloso,Buona,1,0,0,0
3644022,Roma,17-01-2018,20:40,Investimento di pedone,,Sereno,Sufficiente,1,1,0,0
3644029,Roma,18-01-2018,00:05,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3644034,Roma,19-01-2018,09:15,Tamponamento Multiplo,,Nuvoloso,Buona,2,1,0,0
3644042,Roma,17-01-2018,15:56,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,0,2,0,0
3644047,Roma,17-01-2018,20:00,Tamponamento,,Sereno,Sufficiente,1,1,0,0
3644049,Roma,17-01-2018,16:45,Tamponamento Multiplo,,Sereno,Buona,3,0,0,0
3644052,Roma,17-01-2018,08:40,Ribaltamento senza urto contro ostacolo fisso,,Sereno,Buona,0,1,0,0
3644054,Roma,17-01-2018,13:00,Veicolo in marcia contro ostacolo accidentale,,Vento forte,Buona,1,0,0,0
3644060,Roma,17-01-2018,17:15,Scontro laterale fra veicoli in marcia,,Sereno,Sufficiente,3,0,0,0
3644062,Roma,17-01-2018,14:10,Veicolo in marcia contro ostacolo accidentale,,Vento forte,Buona,1,0,0,0
3644063,Roma,17-01-2018,21:10,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3644065,Roma,17-01-2018,20:30,Scontro frontale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3644066,Roma,17-01-2018,08:00,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,4,0,0,0
3644068,Roma,17-01-2018,18:40,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3644069,Roma,17-01-2018,19:15,Veicolo in marcia contro ostacolo fisso,,Sereno,Sufficiente,0,1,0,0
3644070,Roma,17-01-2018,21:30,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,2,1,0,0
3644074,Roma,17-01-2018,18:00,Veicolo in marcia contro ostacolo accidentale,,,,1,0,0,0
3644076,Roma,17-01-2018,16:40,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,8,0,0,0
3644095,Roma,17-01-2018,08:35,Tamponamento Multiplo,,Nuvoloso,Buona,5,1,0,0
3644108,Roma,17-01-2018,09:40,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,4,0,0,0
3644113,Roma,17-01-2018,10:35,Scontro frontale/laterale DX fra veicoli in marcia,,Nuvoloso,Buona,2,0,0,0
3644120,Roma,17-01-2018,09:30,Investimento di pedone,,Nuvoloso,Buona,1,1,0,0
3644121,Roma,17-01-2018,14:10,Tamponamento,,Sereno,Buona,2,0,0,0
3644122,Roma,17-01-2018,17:40,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3644123,Roma,17-01-2018,06:55,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Sufficiente,2,1,0,0
3644124,Roma,17-01-2018,10:30,Tamponamento,,Sereno,Buona,2,0,0,0
3644127,Roma,17-01-2018,20:30,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,1,4,0,0
3644141,Roma,17-01-2018,12:00,Veicolo in marcia contro veicolo in sosta,,Vento forte,Buona,0,1,0,0
3644156,Roma,16-01-2018,17:00,Scontro frontale/laterale DX fra veicoli in marcia,,Nuvoloso,Buona,2,1,0,0
3644158,Roma,17-01-2018,19:00,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Sufficiente,1,0,0,0
3644163,Roma,17-01-2018,21:00,Ribaltamento senza urto contro ostacolo fisso,,Sereno,Buona,0,1,0,0
3644165,Roma,17-01-2018,10:30,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,4,0,0,0
3644191,Roma,18-01-2018,07:40,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Sufficiente,0,3,0,0
3644208,Roma,17-01-2018,12:20,Veicolo in marcia contro ostacolo accidentale,,Vento forte,Buona,1,0,0,0
3644212,Roma,17-01-2018,13:15,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,1,0,0
3644230,Roma,17-01-2018,16:20,Tamponamento Multiplo,,Nuvoloso,Buona,4,1,0,0
3644237,Roma,17-01-2018,15:50,Investimento di pedone,,Sereno,Buona,0,2,0,0
3644242,Roma,17-01-2018,17:00,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3644278,Roma,17-01-2018,13:05,Scontro laterale fra veicoli in marcia,,Sereno,Buona,4,0,0,0
3644299,Roma,17-01-2018,08:15,Tamponamento Multiplo,,Sereno,Buona,2,1,0,0
3644311,Roma,18-01-2018,08:50,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3644312,Roma,17-01-2018,18:00,Scontro frontale fra veicoli in marcia,,Sereno,Sufficiente,1,1,0,0
3644333,Roma,17-01-2018,14:13,Tamponamento,,Sereno,Buona,1,1,0,0
3644338,Roma,17-01-2018,16:15,Veicolo in marcia contro ostacolo accidentale,,Vento forte,Buona,1,0,0,0
3644345,Roma,17-01-2018,12:55,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3644353,Roma,17-01-2018,14:15,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3644363,Roma,18-01-2018,07:55,Investimento di pedone,,Sereno,Buona,2,0,0,0
3644365,Roma,17-01-2018,18:40,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,2,0,0,0
3644382,Roma,17-01-2018,14:00,Veicolo in marcia contro veicoli in sosta,,Sereno,Buona,1,0,0,0
3644383,Roma,18-01-2018,07:15,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3644410,Roma,17-01-2018,14:10,Tamponamento,,Vento forte,Buona,1,1,0,0
3644435,Roma,17-01-2018,16:30,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3644454,Roma,17-01-2018,07:20,Tamponamento Multiplo,,Sereno,Buona,3,1,0,0
3644458,Roma,18-01-2018,09:45,Tamponamento Multiplo,,Sereno,Buona,3,1,0,0
3644471,Roma,18-01-2018,09:30,Tamponamento,,Sereno,Sufficiente,1,3,0,0
3644494,Roma,18-01-2018,10:45,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3644508,Roma,18-01-2018,09:15,Veicolo in marcia contro veicolo arresto,,Sereno,Buona,1,1,0,0
3644549,Roma,17-01-2018,17:30,Tamponamento Multiplo,,Sereno,Buona,6,3,0,0
3644559,Roma,18-01-2018,10:30,Veicolo in marcia contro veicolo in sosta,,,,0,0,0,0
3644582,Roma,17-01-2018,08:55,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3644621,Roma,18-01-2018,09:20,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3644626,Roma,18-01-2018,08:05,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3644686,Roma,17-01-2018,18:50,Veicolo in marcia contro veicolo in sosta,,Sereno,Sufficiente,2,0,0,0
3644702,Roma,17-01-2018,11:15,Tamponamento,,Sereno,Buona,1,1,0,0
3644704,Roma,17-01-2018,10:00,Infortunio per caduta del veicolo,,Nuvoloso,Buona,0,1,0,0
3644732,Roma,16-01-2018,19:40,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3644794,Roma,16-01-2018,20:15,Veicolo in marcia contro ostacolo accidentale,,Sereno,Sufficiente,1,0,0,0
3644797,Roma,16-01-2018,08:30,Scontro laterale fra veicoli in marcia,,Pioggia in atto,Buona,2,0,0,0
3644800,Roma,18-01-2018,11:30,Investimento di pedone,,Sereno,Buona,2,1,0,0
3644807,Roma,18-01-2018,11:40,Tamponamento,,Nuvoloso,Buona,2,0,0,0
3644814,Roma,16-01-2018,12:40,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,0,0,0
3644818,Roma,18-01-2018,13:20,Veicolo in marcia contro veicoli fermi,,Sereno,Buona,2,1,0,0
3644823,Roma,16-01-2018,19:35,Scontro frontale/laterale SX fra veicoli in marcia,,Nuvoloso,Buona,2,0,0,0
3644836,Roma,18-01-2018,12:10,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,0,0,0
3644840,Roma,17-01-2018,10:30,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3644851,Roma,18-01-2018,13:40,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,2,1,0,0
3644854,Roma,17-01-2018,12:35,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3644859,Roma,17-01-2018,09:20,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3644871,Roma,17-01-2018,05:20,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,0,2,0,0
3644888,Roma,18-01-2018,10:10,Investimento di pedone,,Sereno,Buona,1,2,0,0
3644908,Roma,18-01-2018,14:45,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,4,0,0,0
3644922,Roma,18-01-2018,11:35,Veicolo in marcia contro veicolo arresto,,Sereno,Buona,2,0,0,0
3644991,Roma,18-01-2018,14:55,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,0,0,0
3645019,Roma,18-01-2018,09:15,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,1,0,0
3645029,Roma,18-01-2018,09:50,Scontro frontale fra veicoli in marcia,,Sereno,Buona,4,0,0,0
3645042,Roma,18-01-2018,10:40,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3645047,Roma,18-01-2018,12:55,Scontro frontale fra veicoli in marcia,,Nuvoloso,Buona,1,1,0,0
3645153,Roma,18-01-2018,13:30,Veicolo in marcia contro veicoli in sosta,,Nuvoloso,Buona,2,0,0,0
3645158,Roma,18-01-2018,13:00,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3645252,Roma,18-01-2018,14:15,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,0,0,0
3645261,Roma,18-01-2018,16:40,Scontro laterale fra veicoli in marcia,,Sereno,Buona,4,0,0,0
3645285,Roma,18-01-2018,08:20,Scontro laterale fra veicoli in marcia,,,,2,0,0,0
3645301,Roma,18-01-2018,14:00,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,0,1,0,0
3645320,Roma,18-01-2018,16:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3645326,Roma,18-01-2018,14:30,Scontro frontale/laterale SX fra veicoli in marcia,,Nuvoloso,Buona,5,0,0,0
3645334,Roma,18-01-2018,12:40,Scontro frontale/laterale DX fra veicoli in marcia,,Nuvoloso,Buona,3,0,0,0
3645335,Roma,18-01-2018,19:05,Tamponamento,,Nuvoloso,Buona,1,1,0,0
3645623,Roma,18-01-2018,22:43,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,1,0,0,1
3645631,Roma,18-01-2018,21:20,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,1,0,0,0
3645639,Roma,18-01-2018,12:10,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,2,1,0,0
3645643,Roma,18-01-2018,15:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3645648,Roma,18-01-2018,09:00,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3645657,Roma,19-01-2018,00:10,Scontro frontale/laterale DX fra veicoli in marcia,,Pioggia in atto,Sufficiente,0,2,0,0
3645660,Roma,18-01-2018,06:50,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,1,3,0,0
3645664,Roma,18-01-2018,13:20,Investimento di pedone,,Nuvoloso,Buona,1,1,0,0
3645666,Roma,18-01-2018,09:00,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,2,0,0
3645667,Roma,18-01-2018,19:40,Scontro laterale fra veicoli in marcia,,Nuvoloso,Sufficiente,2,0,0,0
3645668,Roma,18-01-2018,16:28,Investimento di pedone,,Sereno,Buona,3,1,0,0
3645669,Roma,18-01-2018,19:10,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,1,4,0,0
3645674,Roma,18-01-2018,07:30,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3645675,Roma,18-01-2018,13:00,Scontro frontale fra veicoli in marcia,,Sereno,Buona,0,2,0,0
3645678,Roma,18-01-2018,08:30,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,0,2,0,0
3645679,Roma,18-01-2018,22:20,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,3,0,0,0
3645682,Roma,18-01-2018,13:30,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,4,0,0,0
3645684,Roma,18-01-2018,21:00,Tamponamento,,Sereno,Buona,1,2,0,0
3645688,Roma,18-01-2018,15:20,Scontro frontale/laterale SX fra veicoli in marcia,,Nuvoloso,Buona,3,0,0,0
3645691,Roma,18-01-2018,11:00,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3645692,Roma,18-01-2018,15:25,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,0,2,0,0
3645695,Roma,18-01-2018,18:40,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,0,1,0,0
3645699,Roma,18-01-2018,10:45,Tamponamento,,Sereno,Buona,1,1,0,0
3645703,Roma,19-01-2018,01:05,Tamponamento,,Pioggia in atto,Sufficiente,0,2,0,0
3645704,Roma,19-01-2018,02:50,Veicolo in marcia contro ostacolo fisso,,Nuvoloso,Sufficiente,1,0,0,0
3645709,Roma,18-01-2018,18:40,Tamponamento Multiplo,,Nuvoloso,Buona,3,0,0,0
